"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","knowledge_share","experience_share"
2012,1,28,1,1,1,32,3,1,4,10,2,1,1,10,9.01442337036133,1040,1,204,1,21.6417910447761,78.3582089552239
2012,1,33,1,1,1,42,5,2,2,14,2,3,1,10,12,2563,1,205,1,24.031007751938,75.968992248062
1997,2,25,NA,1,1,39,3,5,NA,7,1,2,1,11,3.02564096450806,11150,NA,205,NA,30.8823529411765,69.1176470588235
1997,2,36,NA,1,2,8,2,5,NA,9,1,2,1,11,2.59999990463257,4568,NA,206,1,31.1475409836066,68.8524590163934
1997,2,27,NA,1,2,20,2,4,1,9,3,1,1,11,6.5237021446228,11932,NA,207,1,32.8767123287671,67.1232876712329
2017,2,46,NA,1,1,37,2,1,2,21,3,1,1,4,8.73853015899658,5963,1,207,4,20.7207207207207,79.2792792792793
2012,2,48,1,1,2,20,5,1,2,32,1,1,1,10,8.5,824,1,207,1,26.3636363636364,73.6363636363636
2017,1,35,NA,1,1,50,2,1,2,13,1,1,1,4,16.1662826538086,11238,1,208,4,21.7054263565891,78.2945736434108
2017,1,34,NA,1,1,50,4,2,4,8,1,2,3,4,NA,6415,1,209,4,24.3055555555556,75.6944444444444
1997,2,35,NA,1,1,35,3,5,NA,18,2,2,1,11,7.96703290939331,4251,NA,211,1,25.4237288135593,74.5762711864407
1997,1,59,NA,1,1,40,3,2,1,43,1,3,1,11,5.69999980926514,11344,NA,213,1,33.3333333333333,66.6666666666667
2012,1,33,1,1,1,84,3,2,2,17,1,3,1,2,12.8205127716064,6327,1,214,1,27.6785714285714,72.3214285714286
1997,1,33,NA,1,1,40,2,5,NA,13,1,3,1,11,3.5,5267,NA,214,1,30.952380952381,69.0476190476191
2017,2,51,NA,1,2,12,2,5,NA,35,1,3,1,10,7.5,2855,1,217,1,37.5,62.5
2012,2,24,1,1,2,15,5,1,4,8,1,1,1,8,7.19999980926514,13811,1,217,1,28.7234042553192,71.2765957446808
2017,1,32,NA,1,1,-3,1,5,NA,14,1,3,1,10,NA,1782,6,218,1,22.7272727272727,77.2727272727273
2012,1,22,1,1,2,16,2,5,NA,NA,1,3,1,2,6.07999992370605,16169,5,218,2,18.75,81.25
1997,1,31,NA,1,1,56,5,5,NA,11,1,1,1,11,4.07000017166138,5853,NA,218,1,20.5882352941176,79.4117647058823
1997,1,25,NA,1,1,56,2,4,1,10,1,1,1,11,3.92857146263123,6428,NA,219,3,29,71
2017,1,32,NA,1,1,37,4,4,1,12,2,1,1,2,12.9937629699707,5944,1,222,2,22.4489795918367,77.5510204081633
2012,1,57,1,1,1,48,4,2,7,37,1,3,1,10,10.5900001525879,4064,2,222,1,27.2727272727273,72.7272727272727
2017,2,44,NA,1,2,16,3,1,3,20,2,1,1,2,8.41346168518066,4487,1,223,2,28.0701754385965,71.9298245614035
1997,1,45,NA,1,1,56,2,2,1,30,1,1,1,11,3.21428561210632,14044,NA,223,1,25,75
2017,1,42,NA,1,1,40,3,2,2,22,1,1,1,2,NA,6235,1,224,3,23.5849056603774,76.4150943396226
2012,2,58,1,1,1,37,3,3,1,30,2,1,1,10,7.01663208007812,564,1,224,1,31.1475409836066,68.8524590163934
1997,1,21,NA,1,1,40,2,5,NA,5,1,1,1,11,4.42500019073486,12856,NA,224,3,20.6896551724138,79.3103448275862
2017,2,60,NA,1,2,20,2,1,2,40,1,3,1,9,7.72013473510742,5665,1,225,1,23.5294117647059,76.4705882352941
2012,1,57,2,1,1,37,3,5,NA,41,2,3,1,10,8.83575820922852,1016,5,225,2,29.8850574712644,70.1149425287356
2017,1,52,NA,1,1,-3,4,5,NA,NA,1,3,1,11,NA,5588,6,228,1,16.6666666666667,83.3333333333333
2017,2,52,NA,1,1,33,2,5,NA,35,1,1,1,11,NA,4262,5,229,1,18.2926829268293,81.7073170731707
2017,2,26,NA,1,1,32,2,5,NA,10,1,3,1,11,NA,6193,NA,230,1,8.33333333333333,91.6666666666667
1997,1,30,NA,1,1,48,3,2,2,7,1,2,1,11,5.6399998664856,5267,NA,231,3,27.3584905660377,72.6415094339623
2012,2,55,1,1,2,-3,4,1,2,25,2,1,1,10,NA,810,1,231,1,22.8070175438596,77.1929824561403
2012,2,55,1,1,1,50,5,1,2,37,2,3,1,10,16.9230766296387,810,1,233,1,28.2051282051282,71.7948717948718
2017,1,48,NA,1,1,39,3,5,NA,32,1,1,1,10,10.848126411438,3666,1,233,1,14.2857142857143,85.7142857142857
1997,2,33,NA,1,2,6,2,5,NA,14,1,NA,1,11,3,5076,NA,236,1,36.8421052631579,63.1578947368421
2017,2,25,NA,1,2,20,2,1,3,5,1,1,1,8,7.09999990463257,7659,3,238,1,23.0769230769231,76.9230769230769
2017,2,60,NA,1,2,15,2,1,1,45,1,3,1,11,7.5,4581,1,239,2,25,75
2012,1,51,2,1,2,12,NA,5,NA,34,2,3,1,10,6.07999992370605,963,NA,240,1,21.6666666666667,78.3333333333333
1997,1,43,NA,1,1,50,2,5,NA,28,1,3,1,11,3.14000010490417,5907,NA,240,1,26.3157894736842,73.6842105263158
2017,1,55,NA,1,1,37,5,4,5,33,3,3,1,3,14.8128890991211,17770,2,241,1,22.4489795918367,77.5510204081633
2012,2,32,1,1,2,20,3,2,1,8,2,1,3,2,7.80000019073486,4056,1,241,2,28.5714285714286,71.4285714285714
2017,2,26,NA,1,1,36,4,2,2,3,1,3,1,7,NA,13899,2,242,4,20.4545454545455,79.5454545454545
2017,1,36,NA,1,1,40,4,5,NA,10,1,3,1,7,14.423077583313,12120,5,243,4,19.6078431372549,80.3921568627451
2012,2,34,1,1,1,39,4,1,3,12,1,3,1,10,14.7929000854492,979,1,243,2,30.7017543859649,69.2982456140351
2017,1,48,NA,1,2,24,2,2,5,20,1,3,4,7,NA,6235,3,244,1,27.9569892473118,72.0430107526882
2017,1,60,NA,1,2,25,1,1,5,36,1,1,4,7,12,5810,2,245,4,22.0472440944882,77.9527559055118
2012,2,60,1,1,2,25,5,1,2,30,2,3,1,10,9,564,1,245,2,27.6315789473684,72.3684210526316
2012,2,54,1,1,2,21,2,1,2,35,3,3,1,10,21.0622711181641,1456,2,246,NA,23.6641221374046,76.3358778625954
2017,1,28,NA,1,1,40,2,2,5,10,1,3,1,7,NA,24025,5,247,1,27.7227722772277,72.2772277227723
2012,2,49,1,1,1,37,2,1,2,27,2,1,1,10,15.5925159454346,1565,1,247,1,24.0601503759398,75.9398496240601
2017,2,30,NA,1,2,18,2,1,3,16,1,1,1,11,8.5470085144043,9213,1,250,2,29.3103448275862,70.6896551724138
2017,2,33,NA,1,2,-3,2,4,1,7,1,3,1,11,8.69999980926514,8721,3,251,4,19.6078431372549,80.3921568627451
2017,1,46,NA,1,1,84,5,1,2,20,1,3,1,1,25.1831493377686,6601,5,252,1,27.9569892473118,72.0430107526882
2017,2,35,NA,1,1,37,5,1,2,12,2,1,1,10,16.6320171356201,2871,1,253,4,22.0588235294118,77.9411764705882
2012,1,39,1,1,1,37,4,2,3,23,2,3,1,10,12.4740123748779,2304,1,253,1,27.6595744680851,72.3404255319149
2012,1,37,1,1,1,40,2,2,2,18,1,1,1,10,12.5,1152,2,254,1,25,75
2012,1,58,1,1,1,60,4,1,2,37,2,1,1,10,19.230770111084,2859,1,255,1,26.3157894736842,73.6842105263158
1997,1,50,NA,1,1,60.0000038146973,2,4,1,35,1,2,1,11,4.25,6428,NA,256,1,25,75
2012,1,57,1,1,1,32,4,2,2,36,1,3,1,10,6.65000009536743,2154,1,256,1,22.4489795918367,77.5510204081633
2012,2,53,2,1,2,6,NA,4,7,16,2,3,1,10,6.38000011444092,1472,1,258,1,32.4324324324324,67.5675675675676
1997,1,40,NA,1,1,80,2,3,1,24,1,1,1,11,5.04807710647583,7022,NA,258,1,28.6764705882353,71.3235294117647
2012,2,51,1,1,2,15,NA,2,3,29,2,1,1,9,24.9400005340576,9639,4,259,3,22.8346456692913,77.1653543307087
2012,2,33,2,1,2,21,4,1,2,14,2,1,1,10,7.48706722259521,880,5,260,1,23.2323232323232,76.7676767676768
2012,2,44,1,1,2,23,2,2,1,15,2,3,1,10,5.92995691299438,884,1,261,1,24.6753246753247,75.3246753246753
2017,1,52,NA,1,1,50,5,1,2,32,1,1,1,2,50,10985,2,261,2,23.0769230769231,76.9230769230769
1997,2,34,NA,1,1,39,2,2,1,19,1,1,1,11,3.72000002861023,8502,NA,261,1,21.8390804597701,78.1609195402299
1997,1,42,NA,1,1,56,4,5,NA,27,1,3,1,11,5.19999980926514,10425,NA,262,1,35,65
1997,2,38,NA,1,1,39,4,3,1,19,1,2,1,11,4.03999996185303,5286,NA,264,1,29.5454545454545,70.4545454545455
2012,1,53,1,1,1,35,2,1,2,37,2,3,1,9,11.5384616851807,11946,3,265,1,20.6521739130435,79.3478260869565
2012,1,56,1,1,1,70,1,1,3,37,1,1,3,2,27.472526550293,11206,1,266,4,24.1610738255034,75.8389261744966
2012,2,59,2,1,2,18,2,5,NA,43,1,3,1,2,6.48000001907349,4898,6,268,1,25.2427184466019,74.7572815533981
1997,1,34,NA,1,1,0,2,5,NA,18,1,NA,1,11,4,10051,NA,268,1,31.3725490196078,68.6274509803922
1997,1,26,NA,1,1,38,3,3,1,10,1,1,1,11,6.23737668991089,12856,NA,269,1,27.3684210526316,72.6315789473684
2017,1,24,NA,1,1,38,2,1,4,6,1,1,1,10,NA,4628,1,269,2,25.4545454545455,74.5454545454545
2017,2,45,NA,1,1,44,3,1,1,29,1,3,1,8,13.9860143661499,12185,2,271,1,22.8346456692913,77.1653543307087
2012,1,36,1,1,1,40,3,1,1,15,1,1,1,10,7.21153879165649,3906,2,273,1,19.3181818181818,80.6818181818182
2012,1,46,1,1,1,50,1,1,3,25,1,3,1,10,26.9230766296387,2048,1,274,1,24.4274809160305,75.5725190839695
2012,2,26,1,1,1,37,3,2,1,9,1,2,1,10,6.09999990463257,1160,5,275,1,20.353982300885,79.646017699115
2017,2,42,NA,1,2,25,5,2,2,18,2,3,1,8,26.153844833374,10822,2,275,1,27.5,72.5
2012,2,24,1,1,1,38,5,1,2,4,1,1,1,10,6.68016195297241,2162,1,276,1,28.5714285714286,71.4285714285714
1997,2,25,NA,1,1,37,5,5,NA,8,1,1,1,11,3.75999999046326,9839,NA,276,1,13.953488372093,86.046511627907
2017,2,54,NA,1,2,20,5,5,NA,20,2,3,1,5,7.80000019073486,4262,5,277,3,34.4827586206897,65.5172413793103
1997,2,37,NA,1,1,38,3,4,1,18,1,NA,1,11,3.65000009536743,4568,NA,278,1,26.1682242990654,73.8317757009346
2012,2,44,2,1,1,36,4,5,NA,28,1,3,1,10,NA,1582,2,278,1,14.7058823529412,85.2941176470588
1997,2,38,NA,1,2,30.0000019073486,3,5,NA,20,2,1,1,11,3.8199999332428,10152,NA,279,1,22.5806451612903,77.4193548387097
2012,2,44,1,1,1,30,4,1,3,25,2,1,1,10,NA,2472,1,279,2,27.0833333333333,72.9166666666667
1997,1,45,NA,1,1,37,5,1,3,30,2,2,1,11,3.79999995231628,5084,NA,281,1,28.5714285714286,71.4285714285714
2017,1,59,NA,1,1,38,3,1,4,43,1,1,1,9,21.2550601959229,12541,1,281,4,27.2727272727273,72.7272727272727
1997,1,48,NA,1,1,38,3,5,NA,33,1,1,1,11,7.23000001907349,10425,NA,282,1,15.7894736842105,84.2105263157895
1997,1,34,NA,1,1,44,2,1,2,18,1,1,1,11,5.90034961700439,13540,NA,283,2,27.6923076923077,72.3076923076923
1997,2,52,NA,1,2,25,1,4,1,8,2,NA,1,11,5.25,5729,NA,285,1,26.1904761904762,73.8095238095238
2017,2,49,NA,1,1,35,5,2,3,16,2,1,4,7,19.2307682037354,10822,1,285,NA,23.3644859813084,76.6355140186916
1997,1,39,NA,1,1,38,3,5,NA,24,2,3,1,11,6.90000009536743,10051,NA,286,1,29.2134831460674,70.7865168539326
2012,1,35,1,1,1,42,2,3,2,14,2,3,1,10,13.0494499206543,2304,1,286,2,27.7227722772277,72.2772277227723
1997,1,53,NA,1,1,44,5,1,1,38,1,1,1,11,NA,12856,NA,287,1,31.0344827586207,68.9655172413793
2017,2,56,NA,1,2,4,1,3,1,34,1,3,1,10,10,3531,2,289,1,24,76
2017,2,51,NA,1,1,32,5,1,2,26,2,3,1,10,20.4326915740967,3204,2,290,1,24.8062015503876,75.1937984496124
1997,2,34,NA,1,1,37,4,1,3,0,1,NA,1,11,6.23700618743896,8502,NA,290,4,31.404958677686,68.5950413223141
2012,2,26,2,1,1,40,5,5,NA,4,1,NA,1,10,NA,1038,NA,291,1,10.3448275862069,89.6551724137931
2017,1,26,NA,1,1,40,3,5,NA,5,1,1,1,3,7.5,45332,NA,291,1,17.5438596491228,82.4561403508772
2017,2,24,NA,1,1,38,2,2,2,1,1,2,1,3,8,12838,1,292,1,14.7058823529412,85.2941176470588
1997,1,21,NA,1,1,39,4,5,NA,3,2,NA,1,11,4.09999990463257,17017,NA,292,1,27.3684210526316,72.6315789473684
2012,1,47,1,1,1,37,4,1,2,30,2,1,1,10,11.8594341278076,1078,1,293,1,24.7058823529412,75.2941176470588
2012,1,44,1,1,1,42,4,1,1,23,1,1,1,10,11.5473442077637,945,3,294,2,31.9444444444444,68.0555555555556
2017,1,56,NA,1,1,30,3,2,3,40,1,3,1,8,10.2564105987549,23694,1,295,1,26.7716535433071,73.2283464566929
2017,2,56,NA,1,1,37,3,1,1,25,2,1,1,9,9.5,4262,5,296,2,26.056338028169,73.943661971831
2017,1,58,NA,1,1,50,4,4,5,37,1,3,1,9,11.5,5588,5,297,1,26.3888888888889,73.6111111111111
2012,2,55,1,1,1,32,3,2,3,20,2,1,1,7,14,3355,1,298,4,22.8813559322034,77.1186440677966
2017,2,21,NA,1,2,8,4,1,1,3,1,1,3,7,7.5,5762,2,299,2,25.6637168141593,74.3362831858407
2012,1,46,1,1,2,18,2,1,3,28,1,3,1,10,10.5,2048,1,299,1,28.7128712871287,71.2871287128713
1997,1,45,NA,1,1,50,5,3,2,23,2,1,1,11,10.9615383148193,14044,NA,300,4,28.2828282828283,71.7171717171717
2017,1,28,NA,1,1,40,1,2,5,7,1,1,1,7,12.5,32033,5,301,1,27.5229357798165,72.4770642201835
2017,1,26,NA,1,2,16,2,2,5,3,1,3,1,7,NA,22666,6,302,1,25.2336448598131,74.7663551401869
2017,2,59,NA,1,1,32,5,5,NA,43,NA,3,1,9,7.34375,4581,NA,303,1,47.0588235294118,52.9411764705882
2017,1,56,NA,1,1,40,4,2,1,35,1,1,1,9,8.80000019073486,11177,5,304,2,23.3333333333333,76.6666666666667
2017,1,52,NA,1,2,25,4,1,2,29,1,3,1,9,6.48461532592773,6911,1,305,1,23.1707317073171,76.8292682926829
2012,2,60,2,1,1,35,2,5,NA,37,1,3,1,9,10.5,3355,5,307,2,21.0526315789474,78.9473684210526
2017,2,34,NA,1,1,50,2,5,NA,14,1,1,1,1,6.92840623855591,4968,4,307,2,23.3009708737864,76.6990291262136
2017,2,43,NA,1,1,30,2,2,3,27,1,3,1,10,7.5,1858,1,308,1,25.2631578947368,74.7368421052632
2012,1,33,2,1,1,38,4,3,2,18,1,3,1,10,10.1214570999146,2456,6,309,NA,24.3697478991597,75.6302521008403
2017,1,20,NA,1,1,-3,3,1,2,2,2,1,1,4,NA,23491,6,310,1,24.3478260869565,75.6521739130435
2012,1,37,1,1,1,37,1,1,2,15,1,1,1,10,28.5862770080566,2304,1,311,2,25.2173913043478,74.7826086956522
2012,1,40,1,1,1,70,3,1,3,18,2,3,1,10,10.3021984100342,2278,1,312,2,23.9130434782609,76.0869565217391
1997,2,40,NA,1,1,39,2,2,1,4,2,NA,1,11,6.16370820999146,9477,NA,313,3,22.2222222222222,77.7777777777778
1997,2,32,NA,1,2,16,2,5,NA,11,1,NA,1,11,3.25,5076,NA,315,1,26.3157894736842,73.6842105263158
1997,2,32,NA,1,1,37,5,4,1,2,2,NA,1,11,6,10572,NA,316,1,28.5714285714286,71.4285714285714
2017,2,48,NA,1,1,35,5,1,1,13,1,3,1,4,7.59999990463257,4822,2,319,1,18.6813186813187,81.3186813186813
2017,2,28,NA,1,2,16,3,4,1,7,1,1,1,4,7.8125,6419,1,320,1,23.1578947368421,76.8421052631579
2017,2,57,NA,1,1,40,2,1,2,35,2,1,1,4,11.5473442077637,4262,1,321,1,28.5714285714286,71.4285714285714
2017,2,52,NA,1,1,38,5,1,2,34,1,1,1,4,10.9817810058594,9005,1,322,1,26.1363636363636,73.8636363636364
2017,1,31,NA,1,1,37,4,5,NA,3,1,3,1,1,10,5717,NA,325,1,22.2222222222222,77.7777777777778
2017,1,38,NA,1,2,24,4,5,NA,20,1,3,1,1,8.01282024383545,11850,4,326,2,15.9420289855072,84.0579710144928
2017,2,48,NA,1,2,20,2,1,2,25,1,3,1,10,11.5384616851807,3115,1,327,2,20.4724409448819,79.5275590551181
2017,1,33,NA,1,1,38,4,1,4,11,1,1,2,10,25.3036441802979,3502,1,329,1,26.7857142857143,73.2142857142857
1997,1,46,NA,1,1,35,4,2,2,20,2,1,1,11,15.1098899841309,18404,NA,332,4,27.6190476190476,72.3809523809524
1997,2,26,NA,1,1,35,3,1,2,9,2,1,1,11,6.19999980926514,9597,NA,337,1,29.0322580645161,70.9677419354839
1997,1,46,NA,1,1,50,2,5,NA,31,1,3,1,11,4.32000017166138,5212,NA,338,1,25.4545454545455,74.5454545454545
2017,1,32,NA,1,1,50,3,2,2,15,1,1,1,5,7.5,5944,4,338,1,28.6885245901639,71.3114754098361
2017,2,30,NA,1,1,30,4,1,2,10,2,3,1,6,14.7435894012451,4360,1,340,1,25.1655629139073,74.8344370860927
2017,2,21,NA,1,2,24,2,1,2,2,1,3,1,10,7.08333349227905,2000,1,341,1,26.4150943396226,73.5849056603774
2012,2,41,1,1,1,32,4,1,7,25,1,3,1,9,7,10527,4,342,1,28.5714285714286,71.4285714285714
2017,2,29,NA,1,1,33,3,1,2,6,2,1,1,1,13.9860134124756,13899,1,342,4,25.9615384615385,74.0384615384615
2012,2,33,2,1,2,16,4,5,NA,12,1,3,1,10,6.80000019073486,938,5,343,NA,27.027027027027,72.972972972973
2017,1,56,NA,1,1,39,5,3,5,28,1,1,2,7,14.7929000854492,11620,1,344,1,19.7183098591549,80.2816901408451
2012,2,41,2,1,2,16,2,4,7,6,1,NA,1,10,6,791,6,344,1,25.6410256410256,74.3589743589744
1997,2,36,NA,1,1,39,4,1,1,20,1,1,1,11,4.34999990463257,4358,NA,345,1,29.7029702970297,70.2970297029703
2017,1,35,NA,1,1,37,2,4,5,15,2,1,1,11,14.553014755249,12120,4,345,1,29.2682926829268,70.7317073170732
2017,1,43,NA,1,1,37,3,3,3,NA,2,1,3,3,17.671516418457,5782,2,346,4,25.7142857142857,74.2857142857143
2012,1,27,1,1,1,-3,2,1,3,12,1,2,1,1,9.76000022888184,7379,2,346,1,29.2035398230088,70.7964601769911
2017,1,24,NA,1,1,40,2,1,4,4,1,1,1,3,12.0192308425903,16017,1,347,4,31.9587628865979,68.0412371134021
2012,2,21,2,1,2,28,3,3,2,0,2,3,1,10,6.40000009536743,2384,6,348,1,17.3913043478261,82.6086956521739
1997,1,32,NA,1,1,38,4,1,2,15,1,1,1,11,7.08502006530762,5695,NA,349,1,28,72
2017,2,34,NA,1,1,47,4,2,2,11,NA,NA,4,2,9,9744,NA,350,1,23.3870967741935,76.6129032258064
1997,1,30,NA,1,1,60.0000038146973,4,5,NA,13,1,1,1,11,5.63000011444092,5025,NA,350,1,22.0338983050847,77.9661016949153
2012,2,41,1,1,2,16,3,3,2,15,2,3,1,4,7.5,7211,1,352,2,23.6559139784946,76.3440860215054
1997,2,40,NA,1,2,12,2,5,NA,21,1,3,1,11,4.19999980926514,9446,NA,352,1,19.2307692307692,80.7692307692308
2012,2,56,1,1,2,14,3,1,2,32,3,2,1,11,12.8670406341553,4333,1,354,4,24.4755244755245,75.5244755244755
2012,2,39,1,1,2,29,2,1,2,20,1,1,1,10,6.84999990463257,927,1,355,1,26.605504587156,73.394495412844
1997,2,29,NA,1,2,14,2,5,NA,6,1,NA,1,11,3.20000004768372,5156,NA,355,1,22.4489795918367,77.5510204081633
1997,1,48,NA,1,1,55,4,4,2,32,1,1,1,11,7.34265756607056,21066,NA,356,3,27.1186440677966,72.8813559322034
2012,1,53,1,1,1,40,5,1,3,37,1,1,1,2,28.846155166626,12617,1,356,2,27.4809160305344,72.5190839694656
1997,1,47,NA,1,1,35,3,3,1,25,2,1,1,11,9.89011001586914,12643,NA,357,NA,28.7128712871287,71.2871287128713
2012,2,59,2,1,2,25,3,5,NA,40,2,3,1,2,10,3355,6,357,1,20.5128205128205,79.4871794871795
2017,2,53,NA,1,1,36,4,1,2,32,2,2,1,7,8.01282119750977,11330,1,358,3,14.4736842105263,85.5263157894737
2012,1,33,2,1,1,60,2,5,NA,16,1,3,1,2,14.423077583313,12654,6,358,1,30.7692307692308,69.2307692307692
2012,1,40,1,1,1,60,2,3,3,24,1,3,1,10,4.807692527771,945,5,359,1,24.1935483870968,75.8064516129032
1997,1,54,NA,1,2,16,3,1,4,25,1,3,1,11,11.25,7641,NA,359,4,30.9090909090909,69.0909090909091
2012,1,60,1,1,2,22,5,3,2,25,2,3,1,7,12,6309,3,360,4,20.6896551724138,79.3103448275862
1997,2,54,NA,1,1,37,3,1,2,38,3,1,1,11,7.27650737762451,4798,NA,361,1,28.0373831775701,71.9626168224299
2012,1,29,1,1,1,35,4,1,2,12,1,3,1,10,7.65000009536743,4556,1,361,1,30.9734513274336,69.0265486725664
2012,2,40,1,1,1,44,4,3,1,23,1,3,1,9,7.80000019073486,8593,1,362,1,21.6981132075472,78.3018867924528
2017,1,56,NA,1,1,30,2,5,NA,20,1,3,1,11,13.8568124771118,5493,5,363,2,24,76
2012,1,48,1,1,1,40,4,1,4,27,1,3,1,8,40.4157028198242,6779,1,364,1,27.2727272727273,72.7272727272727
2017,1,28,NA,1,2,29,4,4,1,4,1,1,1,8,8.62068939208984,15661,1,365,4,21.3333333333333,78.6666666666667
1997,2,42,NA,1,1,37,4,1,3,21,1,1,1,11,4.6399998664856,4521,NA,365,1,30.2083333333333,69.7916666666667
2017,2,49,NA,1,2,28,2,5,NA,28,3,1,1,8,8.24175834655762,4487,6,366,1,26.1261261261261,73.8738738738739
2012,2,35,1,1,2,23,2,2,2,15,2,1,1,9,8.05000019073486,8112,1,366,3,20.9677419354839,79.0322580645161
1997,2,32,NA,1,1,52.9999961853027,3,1,2,10,2,1,1,11,7.2568941116333,5130,NA,366,4,29.0909090909091,70.9090909090909
2012,1,45,2,1,1,65,5,4,2,26,1,1,4,10,NA,1092,4,368,NA,26.8817204301075,73.1182795698925
2017,2,40,NA,1,1,36,3,1,2,22,1,1,1,10,7.59999990463257,2796,1,369,1,29.9212598425197,70.0787401574803
2012,2,53,2,1,1,30,2,5,NA,28,2,3,1,10,5.90256404876709,1343,6,369,2,21.9512195121951,78.0487804878049
2012,1,31,1,1,1,30,2,2,1,10,1,3,1,10,6.09999990463257,2329,3,370,1,23.6111111111111,76.3888888888889
2017,1,37,NA,1,1,35,4,2,2,15,2,1,1,10,NA,3315,3,370,1,25,75
1997,2,41,NA,1,1,37,3,1,2,22,1,1,1,11,5.97713088989258,4409,NA,370,1,26.5957446808511,73.4042553191489
2012,1,44,2,1,1,38,5,1,2,26,1,3,1,8,10.5,12996,1,371,1,24.5454545454545,75.4545454545455
2012,2,38,2,1,2,16,2,5,NA,5,1,2,1,8,6.80000019073486,5296,6,372,2,16.3265306122449,83.6734693877551
2017,2,54,NA,1,2,20,3,4,2,38,2,1,1,4,13.8568134307861,8525,5,373,1,27.5510204081633,72.4489795918367
2012,1,20,2,1,1,47,4,5,NA,4,1,1,1,8,7.5,6192,5,373,1,29.6610169491525,70.3389830508475
2017,1,26,NA,1,1,50,1,3,2,8,1,1,1,10,6.1538462638855,7487,2,374,1,29.0909090909091,70.9090909090909
2017,2,37,NA,1,1,35,2,1,2,20,NA,1,1,9,NA,9213,1,375,4,32.1428571428571,67.8571428571429
1997,1,33,NA,1,1,60.0000038146973,4,5,NA,4,1,NA,1,11,3.8461537361145,5025,NA,375,4,16.2790697674419,83.7209302325581
2012,2,53,1,1,1,40,2,1,1,30,1,1,1,2,7.25,4281,3,376,2,24.6478873239437,75.3521126760563
2017,2,46,NA,1,1,37,5,1,2,29,2,3,1,10,12.9932432174683,1477,1,377,1,23.2142857142857,76.7857142857143
2012,2,47,2,1,1,32,2,4,7,31,1,1,1,2,6.05000019073486,7211,5,377,1,28.6821705426357,71.3178294573643
2017,2,34,NA,1,1,50,4,2,3,10,2,1,1,2,18.4615383148193,10517,1,378,4,18.8524590163934,81.1475409836066
2012,2,31,1,1,1,50,2,1,2,10,2,3,1,10,11.5384616851807,1958,5,379,1,28.448275862069,71.551724137931
2017,1,58,NA,1,1,48,4,1,3,41,1,1,1,2,20.8333339691162,5493,5,379,2,26.8518518518519,73.1481481481482
1997,1,42,NA,1,1,40,5,2,2,26,2,3,1,11,NA,10168,NA,380,2,28.9719626168224,71.0280373831776
2012,2,46,1,1,2,35,5,1,3,30,2,1,1,10,9,1565,1,380,1,33.3333333333333,66.6666666666667
1997,2,50,NA,1,1,40,4,2,2,25,2,1,1,11,11.057692527771,59645,NA,381,3,26.8518518518519,73.1481481481482
2012,2,31,1,1,1,50,3,1,2,9,2,3,1,10,15,979,1,386,2,22.7272727272727,77.2727272727273
1997,2,28,NA,1,1,37,4,3,2,12,1,1,1,11,6.75675678253174,4919,NA,386,1,25.5813953488372,74.4186046511628
1997,2,28,NA,1,1,42,3,2,1,10,1,1,1,11,4.807692527771,5140,NA,387,3,25.4901960784314,74.5098039215686
2012,2,48,2,1,2,-3,3,4,7,31,1,1,1,10,6.75,606,6,387,1,23.2,76.8
2017,1,33,NA,1,2,10,3,5,NA,9,1,1,1,2,7,11850,5,387,4,20,80
2012,1,27,2,1,1,40,4,3,1,6,1,1,1,11,8,7996,2,388,3,27.2727272727273,72.7272727272727
2017,1,25,NA,1,1,40,4,5,NA,4,1,1,1,2,10,7555,5,388,2,24.4444444444444,75.5555555555556
2012,1,32,2,1,1,38,2,5,NA,11,2,2,1,11,8,21931,6,389,NA,23.2876712328767,76.7123287671233
1997,2,49,NA,1,1,40,2,4,1,10,1,NA,1,11,2.40000009536743,5265,NA,389,1,28.9855072463768,71.0144927536232
2017,1,40,NA,1,1,37,5,1,3,16,2,1,1,10,16.1122665405273,3603,1,391,4,28.8461538461538,71.1538461538462
2017,2,25,NA,1,1,40,3,5,NA,5,1,1,1,2,7.5,5762,5,392,1,23.9130434782609,76.0869565217391
2017,2,43,NA,1,2,27,4,1,3,23,1,1,1,11,NA,9479,1,393,4,29.7872340425532,70.2127659574468
2012,1,49,1,1,1,36,4,3,1,28,1,3,1,10,13.8888893127441,2183,1,395,1,24.5614035087719,75.4385964912281
2012,2,22,1,1,2,20,3,4,1,4,2,3,1,10,7.69230794906616,1589,5,396,1,22.7848101265823,77.2151898734177
1997,1,31,NA,1,1,48,3,5,NA,10,1,2,1,11,4.5,5025,NA,396,1,27.4725274725275,72.5274725274725
2012,1,23,1,1,1,48,5,1,2,7,1,1,1,8,11,17051,1,397,NA,30.3030303030303,69.6969696969697
1997,2,42,NA,1,1,37,3,1,3,20,1,NA,1,11,8.83575916290283,5123,NA,397,3,27.5229357798165,72.4770642201835
2012,2,59,1,1,2,24,2,1,2,25,2,3,1,8,9.61538410186768,9127,1,398,2,22.8915662650602,77.1084337349398
2017,2,26,NA,1,1,45,4,2,2,4,1,3,3,7,NA,13899,1,398,4,25.974025974026,74.025974025974
