"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","cognitive_PCA","interactive_PCA","physical_PCA"
2017,1,26,NA,1,1,40,2,2,2,9,1,1,1,10,16.8269233703613,0.558671951293945,3,173,2,0.939021549594922,0.606192724087684,0.863455059598859
2017,1,21,NA,1,1,-3,2,1,1,5,2,3,1,11,26,1.04580581188202,1,175,1,0.532893809672734,0.327499052053977,0
1997,1,36,NA,1,2,25,3,5,NA,15,2,1,1,11,3.59999990463257,0.62747997045517,NA,176,1,0.200291353010923,0.570583092938499,0.273089880802282
1997,2,23,NA,1,1,35,3,1,2,5,2,NA,1,11,5.80457925796509,1.27931213378906,NA,177,2,0.733554199705312,0.619407626013024,0.159813168632399
2012,2,25,1,1,1,27,3,2,2,7,2,1,1,10,7.34753227233887,0.0924149826169014,1,177,1,0.788067827201991,0.873556956400543,0
1997,1,27,NA,1,1,50,2,4,1,4,1,NA,1,11,6.53846168518066,1.43148517608643,NA,178,4,0.771330093133753,0.650681148286892,0.135770073708476
2017,2,50,NA,1,2,20,2,4,5,32,2,3,1,2,NA,0.511330664157867,3,178,1,0.818122719778952,0.82694528365316,0.878069040242297
2012,2,32,1,1,1,-3,3,2,2,7,1,1,1,10,6.5,0.206940561532974,1,178,4,0.698332807054913,0.814362826688857,0.756912947177259
2012,2,44,1,1,1,-3,2,1,2,18,3,1,1,10,NA,0.191611617803574,1,179,1,0.818962287465831,0.953721370062522,0
2012,2,44,1,1,2,12,3,4,1,28,1,3,1,10,8.33333301544189,0.205663129687309,4,180,1,0.267341936284281,0.661498678459017,0.1967289437892
1997,2,35,NA,1,2,18,2,5,NA,11,1,NA,1,11,3.13518929481506,0.979572474956512,NA,180,1,0.312534984351129,0.527588305363558,0.598066212262755
2012,2,50,1,1,1,30,3,3,1,25,1,3,1,10,6.5,0.256759583950043,2,181,1,0.311044289158589,0.500122461277665,0.445954077096535
2012,2,22,1,1,1,35,3,2,1,2,1,NA,1,10,6.07999992370605,0.120666205883026,1,182,2,0.542970596180101,0.752027687119725,0.673639062986918
2012,2,53,1,1,1,33,2,1,2,34,2,1,1,10,6.48000001907349,0.0891526192426682,1,183,1,0.632963949518608,0.666953851622876,0.445165990807616
2012,1,57,2,1,1,48,4,2,2,36,1,1,1,10,14.0224351882935,0.23627769947052,3,184,1,0.576037413065526,0.507517244918339,0.681340096453097
2017,1,33,NA,1,1,38,2,1,2,17,1,2,1,10,9.2914981842041,0.246135577559471,4,184,3,0.585065254245036,0.610929021557811,0.0601840033880591
2017,1,34,NA,1,1,41,3,5,NA,18,1,3,1,8,11.2570352554321,1.27745831012726,5,185,1,0.544214229676153,0.557072486443893,0.833273884190342
2012,2,35,1,1,1,37,5,1,2,17,2,1,1,10,9.27910614013672,0.107781536877155,1,186,1,0.785118685799198,0.776853981525299,0.159813168632399
2017,2,44,NA,1,1,50,2,2,2,28,3,1,1,11,20,1.35655605792999,1,186,1,0.801228298921525,0.940126463510824,0.136544940401141
2012,1,49,2,1,2,21,4,3,2,32,1,2,1,10,6.69999980926514,0.120386481285095,1,187,1,0.451434243308792,0.396918473763136,0.575572850724163
2017,1,38,NA,1,1,40,2,1,2,22,1,3,1,10,20.1923084259033,0.391259670257568,1,188,1,0.699291958852305,0.740782633339362,0.544020289359291
2017,2,46,NA,1,2,20,2,5,NA,28,1,3,1,5,11.5384616851807,1.00156950950623,5,192,4,0.797681208741103,0.652376701460041,0.226910119197718
2017,2,56,NA,1,1,35,4,5,NA,34,2,3,1,4,6.79643678665161,0.511330664157867,5,193,1,0.36822888829281,0.51170473652643,0.576360937013082
2017,2,54,NA,1,1,40,1,1,2,31,2,2,1,4,25,2.86870718002319,1,194,1,0.907377893588713,0.93463255322844,0.356542112421599
2012,2,58,1,1,1,33,4,1,1,41,1,1,1,10,7.15999984741211,0.287071466445923,1,195,1,0.607738616163293,0.739889022829635,0.486174105645481
1997,1,34,NA,1,1,39,2,5,NA,17,1,3,1,11,7.39644956588745,0.538788199424744,NA,196,1,0.492663852905974,0.427378161333809,0.589590312103911
1997,2,35,NA,1,2,10,2,1,1,17,1,NA,1,11,3.29999995231628,0.976432859897614,NA,197,1,0.755187153516124,0.766640044897249,0.932114963145762
1997,2,29,NA,1,1,56,3,5,NA,13,1,1,1,11,5.55000019073486,0.61425918340683,NA,199,1,0.406947677792672,0.6317433745152,0.500788086288919
2012,1,34,1,1,1,55,3,1,1,13,1,1,1,2,17.4825172424316,1.80259418487549,1,199,2,0.919771758855377,0.940126463510824,0.477698205486637
2012,1,57,1,1,1,36,2,1,2,38,3,1,1,10,17,0.221607580780983,1,200,1,0.647757423208641,0.891562786675146,0
2012,2,37,1,1,2,27,4,1,1,16,2,3,1,10,11,0.215563073754311,3,201,3,0.6579496640902,0.547703071522271,0
2012,2,49,1,1,1,38,4,1,3,29,2,1,1,10,11.8927125930786,0.181939795613289,1,202,1,0.865586069603146,0.440181732219841,0
2012,1,58,2,1,1,37,2,4,2,40,2,2,1,10,9.97999954223633,0.23627769947052,5,203,1,0.602195214387267,0.739012916531772,0.386544940401141
1997,1,54,NA,1,1,90,4,5,NA,38,2,1,1,11,5.01630306243896,0.608142793178558,NA,203,1,0.787531349046993,0.702694561075389,0.810184003388059
2012,1,28,1,1,1,32,3,1,4,10,2,1,1,10,9.01442337036133,0.120964244008064,1,204,1,0.809006813864585,0.820143564806177,0.416726115809658
2012,1,33,1,1,1,42,5,2,2,14,2,3,1,10,12,0.298010259866714,1,205,1,0.867755988863547,0.821119980159844,0.377280953953378
1997,2,25,NA,1,1,39,3,5,NA,7,1,2,1,11,3.02564096450806,1.1954425573349,NA,205,NA,0.295623651130941,0.675087052700169,0.726910119197718
1997,2,36,NA,1,2,8,2,5,NA,9,1,2,1,11,2.59999990463257,0.489786237478256,NA,206,1,0.240538480139814,0.734976090930382,0.659799949036144
2017,2,46,NA,1,1,37,2,1,2,21,3,1,1,4,8.73853015899658,0.665599942207336,1,207,4,0.72503892515468,0.814703577661095,0.25
1997,2,27,NA,1,2,20,2,4,1,9,3,1,1,11,6.5237021446228,1.27931213378906,NA,207,1,0.58920168347914,0.658315231035677,0.0532710562107996
2012,2,48,1,1,2,20,5,1,2,32,1,1,1,10,8.5,0.0958058089017868,1,207,1,0.724337563173019,0.855348598348095,0.453820238395435
2017,1,35,NA,1,1,50,2,1,2,13,1,1,1,4,16.1662826538086,1.25557458400726,1,208,4,0.80198049477785,0.865898280670847,0.135770073708476
2017,1,34,NA,1,1,50,4,2,4,8,1,2,3,4,NA,0.716689586639404,1,209,4,0.890059843970788,0.900242443134504,0.682114963145762
1997,2,35,NA,1,1,35,3,5,NA,18,2,2,1,11,7.96703290939331,0.45577335357666,NA,211,1,0.45987608982404,0.310689453860625,0.567885036854238
1997,1,59,NA,1,1,40,3,2,1,43,1,3,1,11,5.69999980926514,1.21628606319427,NA,213,1,0.70852367096397,0.540734240138233,0.544020289359291
1997,1,33,NA,1,1,40,2,5,NA,13,1,3,1,11,3.5,0.564732074737549,NA,214,1,0.569242219742218,0.614919076548988,1
2012,1,33,1,1,1,84,3,2,2,17,1,3,1,2,12.8205127716064,0.735752761363983,1,214,1,0.802997996788148,0.501489976918445,1
2012,2,24,1,1,2,15,5,1,4,8,1,1,1,8,7.19999980926514,1.60602903366089,1,217,1,0.56280263814586,0.707868259690992,0.453820238395435
2017,2,51,NA,1,2,12,2,5,NA,35,1,3,1,10,7.5,0.318679690361023,1,217,1,0.149749818623322,0,0.106542112421599
2017,1,32,NA,1,1,-3,1,5,NA,14,1,3,1,10,NA,0.199039503931999,6,218,1,0.349400161552171,0.447804120527987,0.939815996611941
1997,1,31,NA,1,1,56,5,5,NA,11,1,1,1,11,4.07000017166138,0.62747997045517,NA,218,1,0.199498363802591,0.234181966496524,0.5
2012,1,22,1,1,2,16,2,5,NA,NA,1,3,1,2,6.07999992370605,1.88020241260529,5,218,2,0.178989675130114,0.302065376193728,0.311746956369644
1997,1,25,NA,1,1,56,2,4,1,10,1,1,1,11,3.92857146263123,0.689183115959167,NA,219,3,0.65305282018257,0.685175530833005,0.932114963145762
2012,1,57,1,1,1,48,4,2,7,37,1,3,1,10,10.5900001525879,0.47255539894104,2,222,1,0.718901677999447,0.564790518424778,0.863455059598859
2017,1,32,NA,1,1,37,4,4,1,12,2,1,1,2,12.9937629699707,0.664032101631165,1,222,2,0.669811584848017,0.65574705674991,0.8032710562108
1997,1,45,NA,1,1,56,2,2,1,30,1,1,1,11,3.21428561210632,1.50570118427277,NA,223,1,0.688461051794866,0.776964082234947,0.567885036854238
2017,2,44,NA,1,2,16,3,1,3,20,2,1,1,2,8.41346168518066,0.500784754753113,1,223,2,0.837088232500399,0.728029448450774,0.363468279195113
1997,1,21,NA,1,1,40,2,5,NA,5,1,1,1,11,4.42500019073486,1.37836575508118,NA,224,3,0.335376462178683,0.458430562873181,0.6967289437892
2017,1,42,NA,1,1,40,3,2,2,22,1,1,1,2,NA,0.697365343570709,1,224,3,0.636148264423289,0.713367175250912,0.810184003388059
2012,2,58,1,1,1,37,3,3,1,30,2,1,1,10,7.01663208007812,0.065548412501812,1,224,1,0.429057595194919,0.310488315973086,0.613455059598859
2012,1,57,2,1,1,37,3,5,NA,41,2,3,1,10,8.83575820922852,0.11813884973526,5,225,2,0.674600533927607,0.370361852462262,0.863455059598859
2017,1,52,NA,1,1,-3,4,5,NA,NA,1,3,1,11,NA,0.625022530555725,6,228,1,0.0530692607045099,0.122756177090176,0.659634821203424
2017,2,52,NA,1,1,33,2,5,NA,35,1,1,1,11,NA,0.475745558738708,5,229,1,0.509247619291276,0.642953314200291,0.523089880802282
2017,2,26,NA,1,1,32,2,5,NA,10,1,3,1,11,NA,0.691866278648376,NA,230,1,0.110904733430128,0.158233637502488,0.189815996611941
2012,2,55,1,1,2,-3,4,1,2,25,2,1,1,10,NA,0.0941621586680412,1,231,1,0.629772311044521,0.211384484159383,0
1997,1,30,NA,1,1,48,3,2,2,7,1,2,1,11,5.6399998664856,0.564732074737549,NA,231,3,0.714960067535159,0.879025450722083,0.794795156051956
2012,2,55,1,1,1,50,5,1,2,37,2,3,1,10,16.9230766296387,0.0941621586680412,1,233,1,0.545373134095134,0.6644762838628,0
2017,1,48,NA,1,1,39,3,5,NA,32,1,1,1,10,10.848126411438,0.410038501024246,1,233,1,0.388964299445805,0.425632599218906,0.65037083475566
1997,2,33,NA,1,2,6,2,5,NA,14,1,NA,1,11,3,0.544206976890564,NA,236,1,0.162874446785785,0,0.243861919515405
2017,2,25,NA,1,2,20,2,1,3,5,1,1,1,8,7.09999990463257,0.855573296546936,3,238,1,0.742142797784085,0.671904309329905,0.416726115809658
1997,1,43,NA,1,1,50,2,5,NA,28,1,3,1,11,3.14000010490417,0.633320927619934,NA,240,1,0.227744053823478,0.584358085175789,0.795570022744621
2012,1,51,2,1,2,12,NA,5,NA,34,2,3,1,10,6.07999992370605,0.112026311457157,NA,240,1,0.419672546395354,0.517747624437638,0.408859954510759
2012,2,32,1,1,2,20,3,2,1,8,2,1,3,2,7.80000019073486,0.471679270267487,1,241,2,0.634809813746181,0.62838207817832,0.689815996611941
2017,1,55,NA,1,1,37,5,4,5,33,3,3,1,3,14.8128890991211,1.98749136924744,2,241,1,0.532671607230542,0.663702655995644,0.726910119197718
2017,2,26,NA,1,1,36,4,2,2,3,1,3,1,7,NA,1.5526248216629,2,242,4,0.632003907576587,0.716004029682456,0.5
2012,2,34,1,1,1,39,4,1,3,12,1,3,1,10,14.7929000854492,0.113837823271751,1,243,2,0.823071509379502,0.817532126335477,0.409813168632399
2017,1,36,NA,1,1,40,4,5,NA,10,1,3,1,7,14.423077583313,1.35405111312866,5,243,4,0.636890022601507,0.824470274355385,0.794795156051956
2017,1,48,NA,1,2,24,2,2,5,20,1,3,4,7,NA,0.697365343570709,3,244,1,0.623985466365731,0.641760309175454,0.629631993223882
2012,2,54,1,1,2,21,2,1,2,35,3,3,1,10,21.0622711181641,0.169305086135864,2,246,NA,0.861073505066218,1,0.371930959757703
2012,2,49,1,1,1,37,2,1,2,27,2,1,1,10,15.5925159454346,0.181939795613289,1,247,1,0.838172075378087,0.911599073398215,0.317885036854238
2017,1,28,NA,1,1,40,2,2,5,10,1,3,1,7,NA,2.68921518325806,5,247,1,0.71870993861053,0.564703577661095,0.614229926291524
2017,2,30,NA,1,2,18,2,1,3,16,1,1,1,11,8.5470085144043,1.02718496322632,1,250,2,0.793137530142839,0.847886622138773,0.521705275249673
2017,2,33,NA,1,2,-3,2,4,1,7,1,3,1,11,8.69999980926514,0.972357034683228,3,251,4,0.42037928737901,0.23944488456336,0.25
2017,1,46,NA,1,1,84,5,1,2,20,1,3,1,1,25.1831493377686,0.738221108913422,5,252,1,0.773580835885153,0.556548658254479,0
2012,1,39,1,1,1,37,4,2,3,23,2,3,1,10,12.4740123748779,0.267913639545441,1,253,1,0.658269836327489,0.858436304461526,0.121156093065038
2017,2,35,NA,1,1,37,5,1,2,12,2,1,1,10,16.6320171356201,0.320089340209961,1,253,4,0.916064015049395,0.906773951620437,0.0601840033880591
2012,1,37,1,1,1,40,2,2,2,18,1,1,1,10,12.5,0.13395681977272,2,254,1,0.650220508234502,0.637236077125938,0.5
2012,1,58,1,1,1,60,4,1,2,37,2,1,1,10,19.230770111084,0.332411348819733,1,255,1,0.729708485483017,0.737462193471831,0.0532710562107996
2012,1,57,1,1,1,32,4,2,2,36,1,3,1,10,6.65000009536743,0.250503242015839,1,256,1,0.51327382185102,0.897938631512864,0.666726115809658
1997,1,50,NA,1,1,60.0000038146973,2,4,1,35,1,2,1,11,4.25,0.689183115959167,NA,256,1,0.882306615900895,0.98365813830711,1
1997,1,40,NA,1,1,80,2,3,1,24,1,1,1,11,5.04807710647583,0.752850830554962,NA,258,1,0.958255545930378,1,1
2012,2,53,2,1,2,6,NA,4,7,16,2,3,1,10,6.38000011444092,0.171173050999641,1,258,1,0.278741048564236,0.38448994496468,0.136544940401141
2012,2,51,1,1,2,15,NA,2,3,29,2,1,1,9,24.9400005340576,1.12093591690063,4,259,3,0.86470290222794,0.873556956400543,0.484611152663897
2012,2,33,2,1,2,21,4,1,2,14,2,1,1,10,7.48706722259521,0.102341137826443,5,260,1,0.714690187171018,0.682319297962099,0.4467289437892
1997,2,34,NA,1,1,39,2,2,1,19,1,1,1,11,3.72000002861023,0.91154670715332,NA,261,1,0.573792595851988,0.684542424913878,0.515388847336103
2017,1,52,NA,1,1,50,5,1,2,32,1,1,1,2,50,1.22863101959229,2,261,2,0.884485536415668,0.970063231755412,0.25
2012,2,44,1,1,2,23,2,2,1,15,2,3,1,10,5.92995691299438,0.102831564843655,1,261,1,0.467222988861271,0.401647681707636,0.666726115809658
1997,1,42,NA,1,1,56,4,5,NA,27,1,3,1,11,5.19999980926514,1.1176985502243,NA,262,1,0.650829925258184,0.307870696840088,0.726135252505053
1997,2,38,NA,1,1,39,4,3,1,19,1,2,1,11,4.03999996185303,0.566707789897919,NA,264,1,0.614377839051813,0.603299463059584,0.416726115809658
2012,1,53,1,1,1,35,2,1,2,37,2,3,1,9,11.5384616851807,1.38916277885437,3,265,1,0.583203546618188,0.709845683379236,0.5
2012,1,56,1,1,1,70,1,1,3,37,1,1,3,2,27.472526550293,1.30316698551178,1,266,4,0.947783464391148,0.929358844365352,0.25
1997,1,34,NA,1,1,0,2,5,NA,18,1,NA,1,11,4,1.07757639884949,NA,268,1,0.36306121916242,0.140542190637195,0.939815996611941
2012,2,59,2,1,2,18,2,5,NA,43,1,3,1,2,6.48000001907349,0.569564819335938,6,268,1,0.577773344452386,0.637705107181441,0.598662731526445
2017,1,24,NA,1,1,38,2,1,4,6,1,1,1,10,NA,0.518041253089905,1,269,2,0.69102229082511,0.807126495464589,0.370368006776118
1997,1,26,NA,1,1,38,3,3,1,10,1,1,1,11,6.23737668991089,1.37836575508118,NA,269,1,0.677368362778027,0.730930770869291,0.673652282583173
2017,2,45,NA,1,1,44,3,1,1,29,1,3,1,8,13.9860143661499,1.35655605792999,2,271,1,0.809334974821628,0.849990204736203,0.25
2012,1,36,1,1,1,40,3,1,1,15,1,1,1,10,7.21153879165649,0.45427080988884,2,273,1,0.515744762055563,0.646267925810352,0.136544940401141
2012,1,46,1,1,1,50,1,1,3,25,1,3,1,10,26.9230766296387,0.23814545571804,1,274,1,0.85824376028536,0.910189695266236,0
2012,2,26,1,1,1,37,3,2,1,9,1,2,1,10,6.09999990463257,0.134911507368088,5,275,1,0.683563406796748,0.9110658015641,0.45364189096646
2017,2,42,NA,1,2,25,5,2,2,18,2,3,1,8,26.153844833374,1.2078765630722,2,275,1,0.786464574239658,0.746917213280711,0.794020289359291
2012,2,24,1,1,1,38,5,1,2,4,1,1,1,10,6.68016195297241,0.251387894153595,1,276,1,0.515495535621261,0.614667188984051,0
1997,2,25,NA,1,1,37,5,5,NA,8,1,1,1,11,3.75999999046326,1.05487239360809,NA,276,1,0.25252478771089,0.364978042889526,0.386544940401141
2017,2,54,NA,1,2,20,5,5,NA,20,2,3,1,5,7.80000019073486,0.475745558738708,5,277,3,0.398613942283976,0.344264469563046,0.628069040242297
1997,2,37,NA,1,1,38,3,4,1,18,1,NA,1,11,3.65000009536743,0.489786237478256,NA,278,1,0.879320109681914,0.802634416496716,0.271540147416953
2012,2,44,2,1,1,36,4,5,NA,28,1,3,1,10,NA,0.183947160840034,2,278,1,0.230521685408977,0.239847160338438,0.340974917656521
2012,2,44,1,1,1,30,4,1,3,25,2,1,1,10,NA,0.287417441606522,1,279,2,0.937951761770884,0.950441143087215,0.213084224843199
1997,2,38,NA,1,2,30.0000019073486,3,5,NA,20,2,1,1,11,3.8199999332428,1.08841359615326,NA,279,1,0.396624420300537,0.611506944651315,0.371930959757703
1997,1,45,NA,1,1,37,5,1,3,30,2,2,1,11,3.79999995231628,0.545081555843353,NA,281,1,0.808368332085604,0.58826722765795,0.333452231619317
2017,1,59,NA,1,1,38,3,1,4,43,1,1,1,9,21.2550601959229,1.40262007713318,1,281,4,0.943318823534863,0.903603825354779,0.522480141942338
1997,1,48,NA,1,1,38,3,5,NA,33,1,1,1,11,7.23000001907349,1.1176985502243,NA,282,1,0.289547116968963,0.674328574169222,0.621930959757703
1997,1,34,NA,1,1,44,2,1,2,18,1,1,1,11,5.90034961700439,1.45165061950684,NA,283,2,0.911784049437795,0.972141398391997,0.932114963145762
2017,2,49,NA,1,1,35,5,2,3,16,2,1,4,7,19.2307682037354,1.2078765630722,1,285,NA,0.612914715893338,0.868202092292487,0.280181175408517
1997,2,52,NA,1,2,25,1,4,1,8,2,NA,1,11,5.25,0.61425918340683,NA,285,1,0.535679428111772,0.628382901158254,0.826360937013082
2012,1,35,1,1,1,42,2,3,2,14,2,3,1,10,13.0494499206543,0.267913639545441,1,286,2,0.510062233069193,0.793622626090782,1
1997,1,39,NA,1,1,38,3,5,NA,24,2,3,1,11,6.90000009536743,1.07757639884949,NA,286,1,0.59813033695571,0.673335630040911,0.795570022744621
1997,1,53,NA,1,1,44,5,1,1,38,1,1,1,11,NA,1.37836575508118,NA,287,1,0.578065051974253,0.654634688017364,0.8032710562108
2017,2,56,NA,1,2,4,1,3,1,34,1,3,1,10,10,0.394084602594376,2,289,1,0.61989074767098,0.940126463510824,0.326360937013082
1997,2,34,NA,1,1,37,4,1,3,0,1,NA,1,11,6.23700618743896,0.91154670715332,NA,290,4,0.971699837642915,0.772229911751666,0.537882208874696
2017,2,51,NA,1,1,32,5,1,2,26,2,3,1,10,20.4326915740967,0.357576310634613,2,290,1,0.843695806098389,0.86204021648543,0.175202015968502
2012,2,26,2,1,1,40,5,5,NA,4,1,NA,1,10,NA,0.120666205883026,NA,291,1,0.101310062425502,0.34568800228451,0.512276160969189
2017,1,26,NA,1,1,40,3,5,NA,5,1,1,1,3,7.5,5.07419586181641,NA,291,1,0.318662024476531,0.310488315973086,0.695954077096536
1997,1,21,NA,1,1,39,4,5,NA,3,2,NA,1,11,4.09999990463257,1.82442796230316,NA,292,1,0.711584196012996,0.507517159034944,1
2017,2,24,NA,1,1,38,2,2,2,1,1,2,1,3,8,1.4341037273407,1,292,1,0.353259496266399,0.585374231571448,0.392683020885736
2012,1,47,1,1,1,37,4,1,2,30,2,1,1,10,11.8594341278076,0.125402569770813,1,293,1,0.672101545205069,0.602359551691495,0
2012,1,44,1,1,1,42,4,1,1,23,1,1,1,10,11.5473442077637,0.109876543283463,3,294,2,0.436516476180396,0.4665314732591,0.659025082343479
2017,1,56,NA,1,1,30,3,2,3,40,1,3,1,8,10.2564105987549,2.64998841285706,1,295,1,0.84025417822758,0.88856559356799,0.864229926291524
2017,2,56,NA,1,1,37,3,1,1,25,2,1,1,9,9.5,0.475745558738708,5,296,2,0.973857953273506,0.803268431279172,0.425202015968502
2017,1,58,NA,1,1,50,4,4,5,37,1,3,1,9,11.5,0.625022530555725,5,297,1,0.395724031817937,0.662590638088091,0.8032710562108
2012,2,55,1,1,1,32,3,2,3,20,2,1,1,7,14,0.390154421329498,1,298,4,0.813319343076403,0.762926032163697,0.0532710562107996
2012,1,46,1,1,2,18,2,1,3,28,1,3,1,10,10.5,0.23814545571804,1,299,1,0.659973875750308,0.758236512939806,0.469997172020458
2017,2,21,NA,1,2,8,4,1,1,3,1,1,3,7,7.5,0.643717110157013,2,299,2,0.753411826459488,0.816339423758062,0.757701033466179
1997,1,45,NA,1,1,50,5,3,2,23,2,1,1,11,10.9615383148193,1.50570118427277,NA,300,4,0.78854126536524,0.879584138517042,0.317885036854238
2017,1,28,NA,1,1,40,1,2,5,7,1,1,1,7,12.5,3.58562040328979,5,301,1,0.75,0.694282796783995,0.75
2017,1,26,NA,1,2,16,2,2,5,3,1,3,1,7,NA,2.5370979309082,6,302,1,0.701865445575527,0.75,0.6967289437892
2017,2,59,NA,1,1,32,5,5,NA,43,NA,3,1,9,7.34375,0.511330664157867,NA,303,1,0.0924174325868972,0.0815692675433989,0.29635810903354
2017,1,56,NA,1,1,40,4,2,1,35,1,1,1,9,8.80000019073486,1.25004506111145,5,304,2,0.601438067877262,0.55862673900767,0.636544940401141
2017,1,52,NA,1,2,25,4,1,2,29,1,3,1,9,6.48461532592773,0.772913336753845,1,305,1,0.627187506472513,0.404656871702854,0.652721874026164
2017,2,34,NA,1,1,50,2,5,NA,14,1,1,1,1,6.92840623855591,0.553874254226685,4,307,2,0.678393297708498,0.699641190395887,0.75
2017,2,43,NA,1,1,30,2,2,3,27,1,3,1,10,7.5,0.20741294324398,1,308,1,0.606752810163369,0.658318760539514,0.568659903546903
2012,1,33,2,1,1,38,4,3,2,18,1,3,1,10,10.1214570999146,0.28564915060997,6,309,NA,0.669030627990419,0.813179179425327,0.764613980643439
2017,1,20,NA,1,1,-3,3,1,2,2,2,1,1,4,NA,2.62945485115051,6,310,1,0.821125886557421,0.690559340405741,0.386544940401141
2012,1,37,1,1,1,37,1,1,2,15,1,1,1,10,28.5862770080566,0.267913639545441,1,311,2,0.83720919044141,0.944508441769049,0
2012,1,40,1,1,1,70,3,1,3,18,2,3,1,10,10.3021984100342,0.264898002147675,1,312,2,0.885636556492408,0.96731627661422,0.363455059598859
1997,2,40,NA,1,1,39,2,2,1,4,2,NA,1,11,6.16370820999146,1.01604616641998,NA,313,3,0.755227469097116,0.82058670832573,0.521526927820698
1997,2,32,NA,1,2,16,2,5,NA,11,1,NA,1,11,3.25,0.544206976890564,NA,315,1,0.266926793146738,0.372555039202637,0.1967289437892
1997,2,32,NA,1,1,37,5,4,1,2,2,NA,1,11,6,1.13341557979584,NA,316,1,0.745996982269315,0.752516871788973,0.606542112421599
2017,2,48,NA,1,1,35,5,1,1,13,1,3,1,4,7.59999990463257,0.538242757320404,2,319,1,0.569789646408894,0.688672871651098,0.726910119197718
2017,2,28,NA,1,2,16,3,4,1,7,1,1,1,4,7.8125,0.717051863670349,1,320,1,0.569578430727438,0.725854502262221,0.4467289437892
2017,2,57,NA,1,1,40,2,1,2,35,2,1,1,4,11.5473442077637,0.475745558738708,1,321,1,0.689680364554939,0.741759957556358,1
2017,2,52,NA,1,1,38,5,1,2,34,1,1,1,4,10.9817810058594,1.00514233112335,1,322,1,0.671302746840646,0.683963678840439,0
2017,1,31,NA,1,1,37,4,5,NA,3,1,3,1,1,10,0.638729155063629,NA,325,1,0.149049783707295,0.258654678786736,0.840186831367601
2017,1,38,NA,1,2,24,4,5,NA,20,1,3,1,1,8.01282024383545,1.32396101951599,4,326,2,0.337296082949085,0.694741089639756,0.521526927820698
2017,2,48,NA,1,2,20,2,1,2,25,1,3,1,10,11.5384616851807,0.34766361117363,1,327,2,0.680441810639347,0.753129438402643,0.932114963145762
2017,1,33,NA,1,1,38,4,1,4,11,1,1,2,10,25.3036441802979,0.391259670257568,1,329,1,0.755937622797804,0.710272466251829,0.106542112421599
1997,1,46,NA,1,1,35,4,2,2,20,2,1,1,11,15.1098899841309,1.97318255901337,NA,332,4,0.830347373291753,0.869169149884847,0.106542112421599
1997,2,26,NA,1,1,35,3,1,2,9,2,1,1,11,6.19999980926514,1.02888369560242,NA,337,1,0.926260771708715,0.883207199956098,0.620368006776118
2017,1,32,NA,1,1,50,3,2,2,15,1,1,1,5,7.5,0.664032101631165,4,338,1,0.925650236942116,0.563329923679399,1
1997,1,46,NA,1,1,50,2,5,NA,31,1,3,1,11,4.32000017166138,0.558849453926086,NA,338,1,0.451014086180819,0.234181966496524,0.445954077096535
2017,2,30,NA,1,1,30,4,1,2,10,2,3,1,6,14.7435894012451,0.486178517341614,1,340,1,0.935037958317385,0.903629241315623,0.878069040242297
2017,2,21,NA,1,2,24,2,1,2,2,1,3,1,10,7.08333349227905,0.223446294665337,1,341,1,0.451557639811704,0.258442750102946,0.0678850368542381
2012,2,41,1,1,1,32,4,1,7,25,1,3,1,9,7,1.22413921356201,4,342,1,0.9348583573396,0.938924403172103,0.939815996611941
